"Jahr","Kanton (-) / Bezirk (>>) / Gemeinde (......)","Hauptsprachen - Total Staatsangehörigkeit - Total","Hauptsprachen - Total Schweizer","Hauptsprachen - Total Ausländer","Deutsch Staatsangehörigkeit - Total","Deutsch Schweizer","Deutsch Ausländer","Französisch Staatsangehörigkeit - Total","Französisch Schweizer","Französisch Ausländer","Italienisch Staatsangehörigkeit - Total","Italienisch Schweizer","Italienisch Ausländer","Rätoromanisch Staatsangehörigkeit - Total","Rätoromanisch Schweizer","Rätoromanisch Ausländer","Englisch Staatsangehörigkeit - Total","Englisch Schweizer","Englisch Ausländer","Niederländisch Staatsangehörigkeit - Total","Niederländisch Schweizer","Niederländisch Ausländer","Skandinavische Sprachen Staatsangehörigkeit - Total","Skandinavische Sprachen Schweizer","Skandinavische Sprachen Ausländer","Griechisch Staatsangehörigkeit - Total","Griechisch Schweizer","Griechisch Ausländer","Spanisch Staatsangehörigkeit - Total","Spanisch Schweizer","Spanisch Ausländer","Slawische Sprachen (ohne Tschechisch und Slowakisch) Staatsangehörigkeit - Total","Slawische Sprachen (ohne Tschechisch und Slowakisch) Schweizer","Slawische Sprachen (ohne Tschechisch und Slowakisch) Ausländer","Tschechisch und Slowakisch Staatsangehörigkeit - Total","Tschechisch und Slowakisch Schweizer","Tschechisch und Slowakisch Ausländer","Ungarisch Staatsangehörigkeit - Total","Ungarisch Schweizer","Ungarisch Ausländer","Andere Sprachen Staatsangehörigkeit - Total","Andere Sprachen Schweizer","Andere Sprachen Ausländer"
"2000","......5031 Aquila",487,464,23,20,16,4,6,5,1,451,437,14,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,1,2
"2000","......5032 Campo (Blenio)",68,65,3,1,1,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"2000","......5033 Castro",81,79,2,12,12,0,2,2,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"2000","......5034 Corzoneso",506,430,76,28,28,0,5,5,0,456,394,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,2,4,0,0,0,0,0,0,8,1,7
"2000","......5035 Dongio",423,357,66,34,33,1,8,8,0,356,315,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,0,21
"2000","......5036 Ghirone",44,43,1,1,1,0,0,0,0,43,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5037 Largario",25,24,1,4,4,0,0,0,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5038 Leontica",267,249,18,12,12,0,1,1,0,242,233,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,1,7
"2000","......5039 Lottigna",79,76,3,14,13,1,2,2,0,62,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2000","......5040 Ludiano",291,277,14,17,17,0,9,8,1,255,247,8,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,4,0,4,1,1,0,0,0,0,0,0,0,2,1,1
"2000","......5041 Malvaglia",1172,1081,91,55,53,2,33,32,1,1058,989,69,3,3,0,1,0,1,2,1,1,0,0,0,0,0,0,3,0,3,2,1,1,0,0,0,2,2,0,13,0,13
"2000","......5042 Marolta",43,42,1,4,4,0,0,0,0,39,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5043 Olivone",845,734,111,24,23,1,3,3,0,752,705,47,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,19,0,19,0,0,0,0,0,0,43,0,43
"2000","......5044 Ponto Valentino",218,213,5,13,13,0,2,2,0,198,193,5,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2000","......5045 Prugiasco",136,129,7,4,3,1,0,0,0,128,126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
"2000","......5046 Semione",320,308,12,34,31,3,7,7,0,274,266,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0
"2000","......5047 Torre",282,256,26,24,23,1,0,0,0,252,232,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,3,0,3
"2000",">> Distretto di Leventina",9502,6868,2634,304,285,19,81,69,12,8320,6455,1865,4,2,2,7,4,3,1,0,1,1,1,0,0,0,0,62,14,48,405,14,391,4,2,2,0,0,0,313,22,291
"2000","......5061 Airolo",1593,1213,380,57,57,0,8,7,1,1363,1130,233,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,10,6,4,57,1,56,2,1,1,0,0,0,94,10,84
"2000","......5062 Anzonico",98,77,21,5,5,0,3,3,0,82,69,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5
"2000","......5063 Bedretto",72,68,4,3,3,0,3,3,0,66,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5064 Bodio",1058,612,446,13,12,1,8,6,2,921,588,333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21,4,17,41,1,40,0,0,0,0,0,0,53,1,52
"2000","......5065 Calonico",42,34,8,10,10,0,0,0,0,32,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5066 Calpiogna",40,39,1,6,6,0,0,0,0,34,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5067 Campello",45,45,0,2,2,0,12,12,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5068 Cavagnago",83,76,7,17,17,0,1,1,0,59,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
"2000","......5069 Chiggiogna",378,300,78,13,13,0,2,1,1,334,283,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,18,0,18,0,0,0,0,0,0,9,3,6
"2000","......5070 Chironico",403,375,28,28,28,0,0,0,0,354,345,9,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,1,0,1
"2000","......5071 Dalpe",158,135,23,2,2,0,1,1,0,153,132,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"2000","......5072 Faido",1548,1007,541,44,40,4,18,11,7,1288,943,345,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,9,138,6,132,0,0,0,0,0,0,48,4,44
"2000","......5073 Giornico",885,660,225,14,14,0,2,2,0,828,642,186,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,2,12,0,0,0,0,0,0,24,0,24
"2000","......5074 Mairengo",272,188,84,22,19,3,1,1,0,214,167,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,17,0,0,0,0,0,0,17,0,17
"2000","......5075 Osco",168,81,87,1,1,0,1,1,0,159,79,80,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,1,0,1
"2000","......5076 Personico",353,294,59,3,3,0,2,1,1,337,289,48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,0,0,0,0,0,0
"2000","......5077 Pollegio",723,451,272,16,7,9,10,10,0,652,431,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,14,2,12,0,0,0,0,0,0,27,0,27
"2000","......5078 Prato (Leventina)",397,301,96,8,6,2,1,1,0,338,288,50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,27,0,27,1,1,0,0,0,0,18,3,15
"2000","......5079 Quinto",1057,785,272,23,23,0,4,4,0,967,755,212,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,49,1,48,1,0,1,0,0,0,9,1,8
"2000","......5080 Rossura",55,54,1,3,3,0,3,3,0,49,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5081 Sobrio",74,73,1,14,14,0,1,1,0,59,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000",">> Distretto di Locarno",57327,43556,13771,8831,7680,1151,971,836,135,43408,34250,9158,83,77,6,178,91,87,155,48,107,84,19,65,11,8,3,770,192,578,1135,89,1046,51,33,18,44,27,17,1606,206,1400
"2000","......5091 Ascona",4984,3642,1342,1189,924,265,112,94,18,3289,2532,757,10,10,0,38,15,23,16,6,10,13,3,10,1,0,1,58,13,45,137,15,122,6,4,2,6,4,2,109,22,87
"2000","......5092 Auressio",71,64,7,17,14,3,2,2,0,52,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5093 Berzona",48,46,2,5,4,1,7,7,0,36,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5094 Borgnone",143,137,6,27,24,3,0,0,0,116,113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5095 Brione (Verzasca)",203,186,17,16,14,2,9,7,2,176,165,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5096 Brione sopra Minusio",484,414,70,160,143,17,7,7,0,295,256,39,0,0,0,1,1,0,3,1,2,1,1,0,0,0,0,3,3,0,1,1,0,0,0,0,1,1,0,12,0,12
"2000","......5097 Brissago",1833,1544,289,456,365,91,23,20,3,1267,1136,131,5,4,1,11,5,6,6,2,4,3,2,1,0,0,0,11,3,8,18,1,17,0,0,0,1,0,1,32,6,26
"2000","......5098 Caviano",111,107,4,30,30,0,2,2,0,75,71,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"2000","......5099 Cavigliano",646,602,44,115,102,13,10,9,1,505,485,20,0,0,0,4,3,1,2,1,1,0,0,0,0,0,0,2,1,1,6,0,6,0,0,0,0,0,0,2,1,1
"2000","......5101 Contone",703,557,146,63,61,2,2,2,0,611,488,123,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2,0,0,0,1,0,1,17,2,15
"2000","......5102 Corippo",22,22,0,3,3,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5104 Cugnasco",1120,999,121,146,135,11,18,17,1,923,837,86,0,0,0,2,2,0,1,0,1,1,1,0,0,0,0,9,4,5,11,1,10,1,1,0,1,1,0,7,0,7
"2000","......5105 Frasco",100,98,2,1,1,0,1,1,0,94,94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
"2000","......5106 Gerra (Gambarogno)",254,222,32,72,63,9,4,4,0,171,152,19,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1
"2000","......5107 Gerra (Verzasca)",1098,937,161,171,160,11,13,12,1,859,751,108,0,0,0,1,1,0,3,2,1,3,2,1,0,0,0,7,2,5,15,2,13,0,0,0,0,0,0,26,5,21
"2000","......5108 Gordola",3878,3185,693,396,362,34,47,40,7,3265,2743,522,4,4,0,6,6,0,12,3,9,5,2,3,0,0,0,46,13,33,30,2,28,0,0,0,2,2,0,65,8,57
"2000","......5109 Gresso",35,35,0,1,1,0,1,1,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5110 Indemini",39,39,0,19,19,0,1,1,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5111 Intragna",915,847,68,162,155,7,18,16,2,716,667,49,2,2,0,2,2,0,0,0,0,3,0,3,0,0,0,2,1,1,1,0,1,0,0,0,1,1,0,8,3,5
"2000","......5112 Lavertezzo",1098,842,256,101,95,6,11,8,3,907,726,181,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,20,8,12,31,2,29,0,0,0,0,0,0,26,1,25
"2000","......5113 Locarno",14561,9430,5131,1528,1353,175,189,158,31,11153,7661,3492,27,22,5,31,19,12,35,11,24,22,4,18,4,4,0,337,64,273,483,31,452,13,3,10,14,8,6,725,92,633
"2000","......5114 Loco",254,219,35,56,50,6,21,18,3,173,150,23,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"2000","......5115 Losone",5907,4627,1280,664,596,68,104,85,19,4829,3884,945,3,3,0,12,7,5,4,2,2,0,0,0,0,0,0,43,17,26,133,11,122,4,2,2,3,0,3,108,20,88
"2000","......5116 Magadino",1499,1215,284,170,151,19,23,21,2,1229,1025,204,0,0,0,4,3,1,4,2,2,0,0,0,0,0,0,10,2,8,28,5,23,3,3,0,1,1,0,27,2,25
"2000","......5117 Mergoscia",181,177,4,44,43,1,4,4,0,130,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
"2000","......5118 Minusio",6428,4878,1550,1143,984,159,134,113,21,4706,3704,1002,6,6,0,21,8,13,22,6,16,22,3,19,2,1,1,95,16,79,102,6,96,14,11,3,3,3,0,158,17,141
"2000","......5119 Mosogno",57,54,3,11,11,0,0,0,0,44,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5120 Muralto",2676,1902,774,533,470,63,55,47,8,1830,1347,483,6,6,0,9,3,6,10,2,8,3,0,3,0,0,0,51,16,35,43,2,41,2,2,0,5,2,3,129,5,124
"2000","......5121 Orselina",866,719,147,318,274,44,18,16,2,460,408,52,6,6,0,9,0,9,23,6,17,1,1,0,0,0,0,13,4,9,9,1,8,0,0,0,2,1,1,7,2,5
"2000","......5122 Palagnedra",92,83,9,17,14,3,1,1,0,73,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5123 Piazzogna",362,305,57,59,53,6,4,4,0,292,247,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,3,0,3
"2000","......5125 Ronco sopra Ascona",659,525,134,222,180,42,8,7,1,405,334,71,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,3,1,2,2,0,2,0,0,0,0,0,0,14,1,13
"2000","......5127 San Nazzaro",641,553,88,159,142,17,9,8,1,447,396,51,0,0,0,4,1,3,0,0,0,0,0,0,1,0,1,5,2,3,8,1,7,0,0,0,0,0,0,8,3,5
"2000","......5128 Sant'Abbondio",123,109,14,29,27,2,1,1,0,86,79,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0
"2000","......5129 Sonogno",86,83,3,2,2,0,2,2,0,80,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"2000","......5130 Tegna",661,591,70,104,95,9,19,19,0,513,471,42,1,1,0,3,2,1,3,0,3,0,0,0,1,1,0,3,1,2,12,0,12,1,1,0,0,0,0,1,0,1
"2000","......5131 Tenero-Contra",2295,1588,707,277,252,25,32,28,4,1824,1278,546,3,3,0,2,2,0,3,2,1,2,0,2,2,2,0,24,6,18,43,4,39,4,3,1,2,2,0,77,6,71
"2000","......5132 Vergeletto",65,63,2,3,3,0,0,0,0,61,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5133 Verscio",887,791,96,146,123,23,28,27,1,680,622,58,6,6,0,4,3,1,1,0,1,0,0,0,0,0,0,7,5,2,4,3,1,1,1,0,0,0,0,10,1,9
"2000","......5134 Vira (Gambarogno)",616,516,100,106,94,12,17,15,2,454,399,55,0,0,0,3,2,1,2,1,1,1,0,1,0,0,0,4,3,1,9,0,9,0,0,0,0,0,0,20,2,18
"2000","......5135 Vogorno",304,296,8,42,41,1,1,0,1,255,253,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0
"2000","......5136 Onsernone",322,307,15,48,47,1,13,12,1,256,245,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,2,0
"2000",">> Distretto di Lugano",128581,92458,36123,11397,9793,1604,2683,2174,509,104413,78501,25912,184,157,27,1077,394,683,225,48,177,137,53,84,40,22,18,1403,499,904,2937,238,2699,57,23,34,93,42,51,3935,514,3421
"2000","......5141 Agno",3655,2553,1102,406,354,52,79,69,10,2934,2092,842,6,4,2,21,7,14,4,1,3,2,0,2,1,1,0,31,7,24,42,5,37,0,0,0,4,3,1,125,10,115
"2000","......5142 Agra",401,342,59,60,52,8,10,10,0,303,266,37,2,2,0,12,6,6,3,0,3,1,1,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,6,2,4
"2000","......5143 Aranno",267,237,30,43,35,8,5,5,0,212,194,18,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,2
"2000","......5144 Arogno",969,872,97,95,89,6,20,18,2,826,758,68,1,1,0,1,1,0,2,0,2,0,0,0,0,0,0,10,5,5,6,0,6,2,0,2,0,0,0,6,0,6
"2000","......5145 Arosio",422,381,41,39,35,4,15,14,1,361,329,32,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,1,0
"2000","......5146 Astano",290,264,26,70,69,1,9,9,0,195,182,13,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,10,0,10
"2000","......5147 Barbengo",1559,1118,441,187,137,50,19,16,3,1269,934,335,3,3,0,11,4,7,0,0,0,5,3,2,0,0,0,24,12,12,9,1,8,0,0,0,1,1,0,31,7,24
"2000","......5148 Bedano",1196,993,203,89,83,6,15,14,1,1054,882,172,2,2,0,3,3,0,6,1,5,0,0,0,0,0,0,8,3,5,9,0,9,0,0,0,0,0,0,10,5,5
"2000","......5149 Bedigliora",540,492,48,55,53,2,10,10,0,460,424,36,1,1,0,2,1,1,5,1,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,4
"2000","......5150 Bidogno",296,276,20,15,12,3,5,5,0,272,258,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
"2000","......5151 Bioggio",1504,1224,280,118,105,13,22,17,5,1312,1087,225,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,10,4,6,12,0,12,1,1,0,0,0,0,23,5,18
"2000","......5153 Bironico",512,426,86,17,15,2,1,1,0,466,401,65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,12,4,8,0,0,0,0,0,0,10,2,8
"2000","......5154 Bissone",711,536,175,80,63,17,12,9,3,584,454,130,0,0,0,5,4,1,4,0,4,1,0,1,0,0,0,4,2,2,16,3,13,0,0,0,0,0,0,5,1,4
"2000","......5155 Bogno",93,80,13,11,10,1,1,1,0,79,68,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"2000","......5156 Bosco Luganese",348,298,50,57,47,10,6,6,0,268,238,30,2,2,0,2,0,2,1,0,1,1,1,0,0,0,0,1,1,0,7,1,6,2,1,1,1,1,0,0,0,0
"2000","......5158 Breganzona",4782,3496,1286,404,359,45,94,70,24,3944,2964,980,10,9,1,45,22,23,4,3,1,1,1,0,0,0,0,48,25,23,85,8,77,2,0,2,4,4,0,141,31,110
"2000","......5159 Breno",255,239,16,34,34,0,6,5,1,208,197,11,2,2,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2000","......5160 Brusino Arsizio",454,388,66,55,53,2,12,9,3,363,322,41,0,0,0,9,3,6,2,0,2,1,0,1,0,0,0,4,1,3,6,0,6,0,0,0,0,0,0,2,0,2
"2000","......5161 Cademario",596,471,125,97,89,8,11,11,0,446,362,84,1,1,0,8,2,6,1,0,1,0,0,0,0,0,0,6,1,5,11,2,9,0,0,0,0,0,0,15,3,12
"2000","......5162 Cadempino",1317,926,391,83,70,13,25,18,7,1150,823,327,2,2,0,4,3,1,1,0,1,1,1,0,0,0,0,14,6,8,21,3,18,0,0,0,0,0,0,16,0,16
"2000","......5163 Cadro",1797,1446,351,129,119,10,13,12,1,1543,1302,241,0,0,0,11,1,10,2,2,0,5,0,5,1,1,0,23,2,21,14,2,12,0,0,0,0,0,0,56,5,51
"2000","......5164 Cagiallo",538,502,36,38,36,2,11,10,1,483,454,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,0
"2000","......5165 Camignolo",596,552,44,31,31,0,11,10,1,546,507,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,1,0,1,2,0,2
"2000","......5167 Canobbio",1825,1477,348,78,73,5,24,21,3,1617,1370,247,4,3,1,5,1,4,3,0,3,2,1,1,1,0,1,15,4,11,17,0,17,0,0,0,4,3,1,55,1,54
"2000","......5168 Carabbia",512,433,79,68,60,8,15,13,2,407,352,55,0,0,0,8,2,6,0,0,0,2,0,2,0,0,0,2,0,2,4,4,0,1,1,0,0,0,0,5,1,4
"2000","......5169 Carabietta",100,74,26,17,10,7,4,2,2,72,62,10,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"2000","......5170 Carona",681,564,117,143,117,26,19,16,3,475,413,62,0,0,0,27,6,21,2,2,0,4,3,1,0,0,0,4,4,0,5,1,4,1,1,0,0,0,0,1,1,0
"2000","......5171 Caslano",3495,2547,948,545,482,63,78,62,16,2646,1945,701,5,5,0,13,10,3,5,1,4,4,1,3,2,2,0,37,20,17,55,5,50,5,3,2,3,2,1,97,9,88
"2000","......5173 Certara",65,56,9,8,6,2,3,3,0,53,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5174 Cimadera",100,96,4,10,10,0,2,2,0,85,82,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2000","......5175 Cimo",209,192,17,25,21,4,5,3,2,173,164,9,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
"2000","......5176 Comano",1594,1447,147,163,137,26,34,32,2,1355,1257,98,1,1,0,15,12,3,6,0,6,0,0,0,0,0,0,7,3,4,4,1,3,0,0,0,0,0,0,9,4,5
"2000","......5177 Corticiasca",138,135,3,14,13,1,1,1,0,122,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2000","......5178 Croglio",865,745,120,122,112,10,20,18,2,698,605,93,0,0,0,5,3,2,4,1,3,1,1,0,0,0,0,4,0,4,5,4,1,0,0,0,0,0,0,6,1,5
"2000","......5179 Cureggia",112,92,20,20,11,9,2,2,0,83,78,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,0,0,0,0,0,0
"2000","......5180 Cureglia",1219,1076,143,94,86,8,26,23,3,1070,953,117,1,1,0,9,7,2,1,1,0,0,0,0,0,0,0,8,3,5,3,1,2,0,0,0,0,0,0,7,1,6
"2000","......5181 Curio",521,451,70,93,84,9,19,19,0,396,344,52,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,6,1,5
"2000","......5182 Davesco-Soragno",1288,1117,171,79,75,4,41,30,11,1108,980,128,0,0,0,10,7,3,0,0,0,0,0,0,2,1,1,19,10,9,13,6,7,1,1,0,0,0,0,15,7,8
"2000","......5183 Fescoggia",88,87,1,14,14,0,0,0,0,73,72,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5184 Gandria",207,167,40,16,15,1,7,6,1,165,141,24,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0,6,0,6,5,0,5,0,0,0,0,0,0,3,2,1
"2000","......5185 Gentilino",1328,1081,247,143,129,14,33,31,2,1070,888,182,4,4,0,21,7,14,4,0,4,2,0,2,1,1,0,15,12,3,6,3,3,0,0,0,0,0,0,29,6,23
"2000","......5186 Grancia",366,238,128,23,23,0,6,5,1,322,207,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,8,0,8,0,0,0,0,0,0,4,1,3
"2000","......5187 Gravesano",1022,838,184,84,73,11,12,11,1,898,742,156,0,0,0,7,4,3,2,2,0,0,0,0,0,0,0,5,2,3,7,0,7,0,0,0,0,0,0,7,4,3
"2000","......5188 Iseo",69,64,5,9,9,0,1,1,0,57,54,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2000","......5189 Lamone",1564,858,706,68,64,4,21,12,9,1351,765,586,6,4,2,3,3,0,0,0,0,0,0,0,0,0,0,16,4,12,47,1,46,0,0,0,0,0,0,52,5,47
"2000","......5190 Lopagno",496,468,28,51,50,1,10,10,0,419,404,15,0,0,0,3,2,1,3,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,1,6,0,6
"2000","......5191 Lugaggia",697,637,60,66,62,4,7,7,0,599,556,43,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,4,2,7,2,5,0,0,0,1,1,0,9,3,6
"2000","......5192 Lugano",26560,15809,10751,1855,1500,355,597,447,150,20998,13389,7609,39,33,6,248,75,173,39,7,32,40,17,23,17,8,9,367,106,261,914,73,841,10,2,8,21,9,12,1415,143,1272
"2000","......5193 Magliaso",1359,1070,289,206,170,36,30,27,3,1052,851,201,1,1,0,7,2,5,8,4,4,2,0,2,0,0,0,14,5,9,19,4,15,0,0,0,3,1,2,17,5,12
"2000","......5194 Manno",1045,834,211,74,67,7,21,15,6,923,743,180,1,0,1,2,1,1,1,0,1,1,1,0,0,0,0,4,2,2,4,1,3,0,0,0,0,0,0,14,4,10
