"Jahr","Kanton (-) / Bezirk (>>) / Gemeinde (......)","Hauptsprachen - Total Staatsangehörigkeit - Total","Hauptsprachen - Total Schweizer","Hauptsprachen - Total Ausländer","Deutsch Staatsangehörigkeit - Total","Deutsch Schweizer","Deutsch Ausländer","Französisch Staatsangehörigkeit - Total","Französisch Schweizer","Französisch Ausländer","Italienisch Staatsangehörigkeit - Total","Italienisch Schweizer","Italienisch Ausländer","Rätoromanisch Staatsangehörigkeit - Total","Rätoromanisch Schweizer","Rätoromanisch Ausländer","Englisch Staatsangehörigkeit - Total","Englisch Schweizer","Englisch Ausländer","Niederländisch Staatsangehörigkeit - Total","Niederländisch Schweizer","Niederländisch Ausländer","Skandinavische Sprachen Staatsangehörigkeit - Total","Skandinavische Sprachen Schweizer","Skandinavische Sprachen Ausländer","Griechisch Staatsangehörigkeit - Total","Griechisch Schweizer","Griechisch Ausländer","Spanisch Staatsangehörigkeit - Total","Spanisch Schweizer","Spanisch Ausländer","Slawische Sprachen (ohne Tschechisch und Slowakisch) Staatsangehörigkeit - Total","Slawische Sprachen (ohne Tschechisch und Slowakisch) Schweizer","Slawische Sprachen (ohne Tschechisch und Slowakisch) Ausländer","Tschechisch und Slowakisch Staatsangehörigkeit - Total","Tschechisch und Slowakisch Schweizer","Tschechisch und Slowakisch Ausländer","Ungarisch Staatsangehörigkeit - Total","Ungarisch Schweizer","Ungarisch Ausländer","Andere Sprachen Staatsangehörigkeit - Total","Andere Sprachen Schweizer","Andere Sprachen Ausländer"
"1970","......5863 Vinzel",140,115,25,7,7,0,109,106,3,10,2,8,0,0,0,6,0,6,0,0,0,1,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1
"1970",">> District de la Vallée",7708,5858,1850,235,218,17,6117,5543,574,923,80,843,3,3,0,15,2,13,0,0,0,2,2,0,1,0,1,385,3,382,6,0,6,1,1,0,15,3,12,5,3,2
"1970","......5871 L'Abbaye",1319,1065,254,37,34,3,1081,1025,56,171,6,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,2,0,2,0,0,0
"1970","......5872 Le Chenit",5465,4073,1392,161,151,10,4305,3836,469,660,70,590,3,3,0,15,2,13,0,0,0,2,2,0,1,0,1,295,3,292,5,0,5,1,1,0,13,3,10,4,2,2
"1970","......5873 Le Lieu",924,720,204,37,33,4,731,682,49,92,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62,1,0,1,0,0,0,0,0,0,1,1,0
"1970",">> District de Vevey",58881,42621,16260,7168,6069,1099,39428,35724,3704,7072,422,6650,41,40,1,1327,148,1179,456,41,415,192,20,172,105,5,100,2349,66,2283,195,29,166,44,4,40,125,17,108,379,36,343
"1970","......5881 Blonay",2116,1659,457,241,202,39,1596,1436,160,94,4,90,0,0,0,90,10,80,47,4,43,18,0,18,0,0,0,19,1,18,2,1,1,4,0,4,1,0,1,4,1,3
"1970","......5882 Chardonne",1639,1385,254,207,168,39,1277,1196,81,61,14,47,0,0,0,22,1,21,12,1,11,9,0,9,1,1,0,22,1,21,5,2,3,1,1,0,7,0,7,15,0,15
"1970","......5883 Corseaux",1546,1285,261,231,213,18,1115,1045,70,83,10,73,2,2,0,50,7,43,13,5,8,22,1,21,1,0,1,14,1,13,0,0,0,3,0,3,0,0,0,12,1,11
"1970","......5884 Corsier-sur-Vevey",2687,2111,576,355,310,45,1906,1770,136,264,20,244,0,0,0,30,2,28,17,1,16,3,1,2,3,0,3,99,2,97,5,2,3,0,0,0,0,0,0,5,3,2
"1970","......5885 Jongny",511,408,103,58,53,5,379,352,27,60,2,58,0,0,0,4,1,3,4,0,4,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2
"1970","......5886 Montreux",20421,13871,6550,2658,2133,525,12764,11439,1325,2686,164,2522,22,22,0,644,48,596,198,15,183,55,10,45,56,3,53,990,20,970,72,8,64,23,2,21,40,2,38,213,5,208
"1970","......5888 Saint-Légier-La Chiésaz",2230,1847,383,299,272,27,1710,1559,151,93,6,87,0,0,0,60,5,55,15,2,13,17,1,16,1,0,1,26,0,26,2,1,1,0,0,0,0,0,0,7,1,6
"1970","......5889 La Tour-de-Peilz",8864,6953,1911,1165,991,174,6362,5785,577,592,76,516,4,4,0,245,37,208,89,5,84,36,3,33,18,1,17,256,24,232,27,7,20,3,1,2,27,8,19,40,11,29
"1970","......5890 Vevey",17957,12511,5446,1851,1636,215,11794,10655,1139,2932,121,2811,13,12,1,164,31,133,58,8,50,28,4,24,24,0,24,881,16,865,80,7,73,10,0,10,48,7,41,74,14,60
"1970","......5891 Veytaux",910,591,319,103,91,12,525,487,38,207,5,202,0,0,0,18,6,12,3,0,3,4,0,4,0,0,0,39,1,38,2,1,1,0,0,0,2,0,2,7,0,7
"1970",">> District d'Yverdon",27847,22304,5543,1787,1666,121,21569,20372,1197,3051,185,2866,11,11,0,44,20,24,20,5,15,19,4,15,25,3,22,1125,15,1110,61,14,47,15,3,12,30,2,28,90,4,86
"1970","......5901 Arrissoules",41,40,1,2,2,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5902 Belmont-sur-Yverdon",183,181,2,8,8,0,174,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5903 Bioley-Magnoux",166,166,0,7,7,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5904 Chamblon",198,167,31,32,32,0,142,135,7,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5905 Champvent",243,238,5,25,25,0,217,213,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5906 Chanéaz",61,61,0,10,10,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5907 Chavannes-le-Chêne",201,199,2,10,10,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"1970","......5908 Chêne-Pâquier",106,102,4,5,5,0,98,96,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"1970","......5909 Cheseaux-Noréaz",129,113,16,9,9,0,113,100,13,2,2,0,0,0,0,2,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5910 Cronay",279,272,7,17,17,0,257,252,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5911 Cuarny",156,153,3,6,6,0,149,147,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5912 Démoret",122,122,0,11,11,0,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5913 Donneloye",245,222,23,18,18,0,208,202,6,14,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5914 Ependes (VD)",206,181,25,27,26,1,156,154,2,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1,0,1,0,0,0,0,0,0,5,0,5
"1970","......5915 Essert-Pittet",117,107,10,12,12,0,98,93,5,5,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5916 Essert-sous-Champvent",90,71,19,3,3,0,68,68,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5917 Gossens",76,67,9,4,4,0,72,63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5918 Gressy",136,135,1,9,9,0,125,125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1970","......5919 Mathod",323,278,45,41,41,0,243,233,10,9,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,2,2,0,0,0,0,0,0,0,3,0,3
"1970","......5920 Mézery-près-Donneloye",36,36,0,7,7,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5921 Molondin",179,175,4,15,15,0,164,160,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5922 Montagny-près-Yverdon",354,310,44,13,12,1,303,294,9,22,2,20,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,1,3,1,1,0,0,0,0,5,0,5,1,0,1
"1970","......5923 Oppens",120,120,0,11,11,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5924 Orges",154,147,7,32,31,1,115,115,0,5,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1970","......5925 Orzens",182,179,3,2,2,0,180,177,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5926 Pomy",421,406,15,13,13,0,397,393,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1
"1970","......5927 Prahins",79,79,0,3,3,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5928 Rovray",80,78,2,3,3,0,77,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5929 Suchy",258,247,11,20,20,0,227,227,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5930 Suscévaz",138,138,0,10,10,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5931 Treycovagnes",194,174,20,20,15,5,161,159,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5932 Ursins",127,118,9,6,6,0,112,112,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5933 Valeyres-sous-Montagny",300,250,50,15,14,1,252,234,18,30,1,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5934 Valeyres-sous-Ursins",123,123,0,3,3,0,119,119,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5935 Villars-Epeney",27,27,0,1,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5936 Villars-sous-Champvent",40,40,0,3,3,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5937 Vugelles-La Mothe",98,92,6,26,26,0,66,66,0,2,0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......5938 Yverdon-les-Bains",20538,15505,5033,1243,1136,107,15195,14136,1059,2827,165,2662,10,10,0,41,17,24,9,4,5,14,2,12,23,3,20,1008,14,994,53,10,43,15,3,12,25,2,23,75,3,72
"1970","......5939 Yvonand",1321,1185,136,85,80,5,1128,1098,30,59,5,54,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,44,0,44,1,1,0,0,0,0,0,0,0,3,1,2
"1970","- Canton du Valais",206563,185309,21254,66929,65388,1541,122536,118546,3990,12792,1057,11735,87,78,9,381,58,323,192,40,152,98,27,71,25,5,20,2617,56,2561,393,16,377,65,1,64,82,16,66,366,21,345
"1970",">> Bezirk Brig",17299,16188,1111,15976,15675,301,393,379,14,806,106,700,20,15,5,4,1,3,16,9,7,1,0,1,0,0,0,27,2,25,40,1,39,5,0,5,8,0,8,3,0,3
"1970","......6001 Birgisch",152,152,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6002 Brig-Glis",8755,8150,605,8014,7802,212,285,274,11,366,59,307,13,8,5,4,1,3,5,5,0,0,0,0,0,0,0,21,1,20,38,0,38,2,0,2,4,0,4,3,0,3
"1970","......6004 Eggerberg",352,352,0,348,348,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6006 Mund",622,622,0,621,621,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6007 Naters",5517,5060,457,5010,4935,75,80,77,3,398,37,361,6,6,0,0,0,0,10,4,6,1,0,1,0,0,0,4,1,3,1,0,1,3,0,3,4,0,4,0,0,0
"1970","......6008 Ried-Brig",879,866,13,871,860,11,3,3,0,4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6009 Simplon",352,345,7,339,339,0,5,5,0,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6010 Termen",447,442,5,442,439,3,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6011 Zwischbergen",223,199,24,179,179,0,15,15,0,28,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1970",">> District de Conthey",13714,13064,650,217,189,28,12968,12800,168,372,49,323,12,12,0,5,3,2,2,2,0,6,2,4,0,0,0,105,6,99,6,0,6,3,0,3,0,0,0,18,1,17
"1970","......6021 Ardon",1498,1337,161,28,21,7,1323,1304,19,106,10,96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28,2,26,0,0,0,0,0,0,0,0,0,12,0,12
"1970","......6022 Chamoson",2049,1960,89,13,12,1,1964,1936,28,51,9,42,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,15,0,15,0,0,0,3,0,3,0,0,0,0,0,0
"1970","......6023 Conthey",4259,4050,209,97,85,12,4021,3951,70,86,10,76,1,1,0,0,0,0,1,1,0,4,0,4,0,0,0,39,2,37,5,0,5,0,0,0,0,0,0,5,0,5
"1970","......6024 Nendaz",4051,4009,42,22,22,0,3987,3966,21,26,7,19,9,9,0,4,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1970","......6025 Vétroz",1857,1708,149,57,49,8,1673,1643,30,103,13,90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,2,20,1,0,1,0,0,0,0,0,0,0,0,0
"1970",">> District d'Entremont",9550,8964,586,172,168,4,8857,8736,121,422,52,370,2,2,0,10,1,9,1,0,1,7,2,5,0,0,0,54,2,52,12,0,12,4,0,4,1,0,1,8,1,7
"1970","......6031 Bagnes",4541,4150,391,99,96,3,4094,4016,78,279,31,248,2,2,0,9,1,8,0,0,0,6,2,4,0,0,0,36,1,35,7,0,7,3,0,3,0,0,0,6,1,5
"1970","......6032 Bourg-Saint-Pierre",236,219,17,11,11,0,207,206,1,18,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6033 Liddes",635,632,3,4,4,0,625,624,1,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6034 Orsières",2470,2329,141,48,47,1,2302,2272,30,95,10,85,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,14,0,14,5,0,5,1,0,1,0,0,0,2,0,2
"1970","......6035 Sembrancher",712,681,31,3,3,0,683,673,10,22,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0
"1970","......6036 Vollèges",956,953,3,7,7,0,946,945,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1970",">> Bezirk Goms",4090,4032,58,4018,4001,17,17,15,2,32,11,21,2,2,0,1,1,0,5,0,5,0,0,0,0,0,0,8,2,6,7,0,7,0,0,0,0,0,0,0,0,0
"1970","......6051 Ausserbinn",27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6052 Bellwald",258,252,6,258,252,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6054 Binn",202,184,18,181,180,1,5,4,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0
"1970","......6055 Blitzingen",123,123,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6056 Ernen",330,330,0,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6057 Fiesch",631,610,21,603,601,2,7,6,1,10,3,7,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6058 Fieschertal",218,216,2,218,216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6059 Geschinen",85,85,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6060 Gluringen",130,130,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6061 Lax",212,212,0,211,211,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6062 Mühlebach",61,61,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6063 Münster (VS)",445,443,2,443,441,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6064 Niederwald",96,96,0,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6065 Obergesteln",208,208,0,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6066 Oberwald",227,227,0,227,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6067 Reckingen (VS)",345,342,3,338,338,0,1,1,0,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6070 Steinhaus",37,37,0,36,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6071 Ulrichen",226,223,3,217,216,1,3,3,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6073 Grafschaft",229,226,3,228,225,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970",">> District d'Hérens",8466,8279,187,56,49,7,8270,8217,53,77,10,67,0,0,0,14,2,12,1,1,0,0,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6081 Les Agettes",150,143,7,1,1,0,142,141,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6082 Ayent",2722,2613,109,32,25,7,2609,2586,23,46,2,44,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6083 Evolène",1403,1378,25,4,4,0,1383,1366,17,11,5,6,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6084 Hérémence",1484,1473,11,1,1,0,1472,1472,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6085 Mase",236,233,3,0,0,0,236,233,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6086 Nax",375,373,2,2,2,0,370,370,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6087 Saint-Martin (VS)",1120,1112,8,2,2,0,1114,1110,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6088 Vernamiège",234,234,0,0,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6089 Vex",742,720,22,14,14,0,710,705,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"1970",">> Bezirk Leuk",10076,9607,469,9517,9384,133,205,192,13,187,16,171,8,8,0,25,2,23,15,3,12,5,1,4,0,0,0,71,0,71,11,0,11,3,0,3,1,1,0,28,0,28
"1970","......6101 Agarn",541,541,0,536,536,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6102 Albinen",281,279,2,278,277,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1970","......6103 Bratsch",503,503,0,502,502,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6104 Ergisch",204,204,0,204,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6105 Erschmatt",324,324,0,323,323,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6107 Gampel",1021,922,99,930,914,16,4,4,0,38,3,35,1,1,0,19,0,19,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
"1970","......6109 Inden",48,45,3,48,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6110 Leuk",2796,2720,76,2674,2645,29,70,67,3,40,5,35,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,8,0,8,1,0,1,0,0,0,0,0,0,0,0,0
"1970","......6111 Leukerbad",1056,857,199,871,800,71,50,47,3,47,4,43,3,3,0,5,1,4,5,1,4,2,0,2,0,0,0,57,0,57,9,0,9,3,0,3,1,1,0,3,0,3
"1970","......6112 Oberems",166,165,1,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6113 Salgesch",1170,1123,47,1082,1071,11,50,48,2,31,2,29,1,1,0,1,1,0,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6114 Turtmann",793,761,32,750,750,0,10,10,0,27,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6115 Unterems",165,165,0,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6116 Varen",571,565,6,558,556,2,10,9,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6117 Guttet-Feschel",437,433,4,431,431,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970",">> District de Martigny",24669,21753,2916,682,609,73,21619,20921,698,1880,193,1687,7,3,4,8,2,6,15,5,10,14,4,10,1,0,1,341,11,330,46,0,46,1,0,1,3,1,2,52,4,48
"1970","......6131 Bovernier",616,593,23,1,0,1,595,587,8,18,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1970","......6132 Charrat",942,858,84,18,16,2,854,838,16,53,3,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,10,4,0,4,0,0,0,0,0,0,2,0,2
"1970","......6133 Fully",3643,3500,143,33,32,1,3485,3440,45,108,25,83,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......6134 Isérables",1182,1180,2,3,3,0,1177,1177,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
